Name,Compound ID,InChIKey,SMILES,logS,logP,MW
2-[(4-methyl-2-nitrophenyl)amino]ethan-1-ol,A-4842,WWWBXFHCAYRVDH-UHFFFAOYSA-N,Cc1ccc(NCCO)c(c1)[N+]([O-])=O,-2.747405168,,
"1,5-dimethylnaphthalene",E-58,WWWFHFGUOIQNJC-UHFFFAOYSA-N,c1ccc2c(C)cccc2c1C,-4.74,,
Copper; methanesulfonic acid,A-2252,WWYHAQDAMPXWSI-UHFFFAOYSA-N,[Cu].C[S](O)(=O)=O,0.7323301822,,
lithium docosanoate,A-2444,WWYNJERNGUHSAO-UHFFFAOYSA-N,[Li+].CCCCCCCCCCCCCCCCCCCCCC([O-])=O,-6.876976741,,
vasicinone,C-2013,WXAUMUJAOKGUCL-UHFFFAOYSA-N,OC1CCN2C(=O)C3=C(C=CC=C3)N=C12,-2.1,,
"pyrrolo[2,1-b]quinazolin-9(1h)-one,2,3-dihydro-3",B-992,WXCMHFPAUCOJIG-UHFFFAOYSA-N,O[C@H]1CCN2C(=O)c3ccccc3N=C12,-2.106,,
dsma,B-837,WXDXQSMFRITTEJ-UHFFFAOYSA-N,[Na+].[Na+].C[As]([O-])([O-])=O,0.3711,,
"2,3-dimethyl-1,3-butadiene",B-1052,WXEHBUMAEPOYKP-UHFFFAOYSA-N,CC(=C)C(C)=C,-2.4014,,
dioxacarb,B-2283,WXHDYGRKHGIEOF-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C2OCCO2,-1.5706,,
6-[Hydroxy(6-methoxy-4-quinolinyl)methyl]quinuclidine-3-carboxylic acid,F-1188,WXLQUFLKMICSSY-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N=CC=C2C(O)C1CC2CCN1CC2C(=O)O,-2.03,,
"2-propanone, 1,1-diethoxy-",B-2188,WXMQHPKQCPCDQO-UHFFFAOYSA-N,CCOC(OCC)C(C)=O,-0.2059,,
isoxathion,B-2547,WXMYDHQMJVPNTD-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2,-5.2172,,
"5,6-dimethylchrysene",B-2022,WXNXCEHXYPACJF-SSDOTTSWSA-N,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.0109,,
3-(4-tert-butylphenyl)-2-methylpropanal,A-1005,WXNXCEHXYPACJF-UHFFFAOYSA-N,CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.791782061,,
undec-3-ene,A-2589,WXNXCEHXYPACJF-ZETCQYMHSA-N,CCCCCCC\C=C\CC,-5.188357482,,
"2-[7-(diethylamino)-2-oxo-2H-chromen-3-yl]-1,3-benzoxazole-5-sulfonamide",A-2789,WXPWPYISTQCNDP-UHFFFAOYSA-N,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.831098413,,
"3,5-dimethyl-1H-pyrazole",A-3956,WXRGTYANXHSUOX-UHFFFAOYSA-N,Cc1[nH]nc(C)c1,-0.5204744976,,
"1,2,4,5-tetrafluorobenzene",B-913,WXTMDXOMEHJXQO-UHFFFAOYSA-N,Fc1cc(F)c(F)cc1F,-2.3757,,
"1,3-benzothiazole-2-sulfonamide",F-192,WXUAQHNMJWJLTG-GSVOUGTGSA-N,NS(=O)(=O)C1=NC2=C(C=CC=C2)S1,-2.63,,
"3,4-dichloroaniline",A-4769,WXUAQHNMJWJLTG-UHFFFAOYSA-N,Nc1ccc(Cl)c(Cl)c1,-2.446137954,,
"disodium 2-(2,4,5,7-tetrabromo-6-oxido-3-oxo-3H-xanthen-9-yl)benzoate",A-2351,WXURHACBFYSXBI-GQKYHHCASA-N,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br,-0.8400175948,,
"3-heptanol, 5-methyl-",B-2544,WXURHACBFYSXBI-UHFFFAOYSA-N,CCC(C)CC(O)CC,-1.8602,,
"2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-1H-imidazo[5,1-f][1,2,4]triazin-4-one",A-1231,WXWCDTXEKCVRRO-UHFFFAOYSA-N,CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,-4.843867866,,
1-methylpyrrolidin-2-one,A-4498,WXZGEDBTCQOLCM-UHFFFAOYSA-N,CN1CCCC1=O,1.003781751,,
4-amino-N-pyrimidin-2-ylbenzenesulfonamide,F-756,WXZMFSXDPGVJKK-UHFFFAOYSA-N,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,-2.16,,
bis[(2-ethylhexyl)oxy]phosphinic acid,A-4918,WXZVAROIGSFCFJ-UHFFFAOYSA-N,CCCCC(CC)CO[P](O)(=O)OCC(CC)CCCC,-3.36230202,,
ethyl biscoumacetate,B-1156,WYACBZDAHNBPPB-UHFFFAOYSA-N,CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,-3.4264,,
"4-{4-[4-(4-methoxyphenyl)piperazin-1-yl]phenyl}-4,5-dihydro-1H-1,2,4-triazol-5-one",A-2217,WYDUSKDSKCASEF-UHFFFAOYSA-N,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)N4C=NNC4=O,-6.488909265,,
"11,16,17,21-tetrahydroxypregna-1,4-diene-3,20-dione",A-12,WYEHFWKAOXOVJD-UHFFFAOYSA-N,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-2.664548539,,
"3-hydroxy-4-oxo-4h-pyran-2,6-dicarboxylic acid",B-1014,WYEMCZZCZXKDNC-UHFFFAOYSA-N,OC(O)=C1OC(=CC(=O)C1=O)C(O)=O,-1.377,,
6-aminonaphthalene-2-sulfonic acid,A-1793,WYJOVVXUZNRJQY-UHFFFAOYSA-N,Nc1ccc2cc(ccc2c1)[S](O)(=O)=O,-3.269616058,,
indole-3-acetic acid,B-3728,WYKYCHHWIJXDAO-UHFFFAOYSA-N,OC(=O)Cc1c[nH]c2ccccc12,-2.0674,,
"4,4-Diethyl-5-oxo-1-phenyl-4,5-dihydro-1H-pyrazol-3-yl acetate",F-511,WYLWMAWLDZBLRN-UHFFFAOYSA-M,CCC1(CC)C(=O)N(C2=CC=CC=C2)N=C1OC(C)=O,-3.54,,
3-methylbut-2-enal,A-4463,WYOXDERVKORKJN-UHFFFAOYSA-N,CC(C)=CC=O,0.1165037469,,
temazepam;  3-hydroxydiazepam,C-1458,WYUIWKFIFOJVKW-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-2.7,,
"1,1-dichlorobutane",B-1128,WYURLZIZBYCORX-DMVGOSKESA-L,CCCC(Cl)Cl,-2.4036,,
"(3S)-3-hydroxy-4,4-dimethyloxolan-2-one",A-5214,WYVBETQIUHPLFO-UHFFFAOYSA-N,CC1(C)COC(=O)C1O,0.6515307225,,
benzyl benzoate,A-2401,WYVVKGNFXHOCQV-UHFFFAOYSA-N,O=C(OCc1ccccc1)c2ccccc2,-4.177624494,,
"benzenemethanol, 2,3(or 3,4)-dichloro-, methyl c",B-3075,WYYPHFSXWSKRQJ-UHFFFAOYSA-M,CNC(=O)OCc1cccc(Cl)c1Cl,-3.1389,,
"2,2',3,4-tetrachlorobiphenyl",B-4127,WYYQVWLEPYFFLP-UHFFFAOYSA-K,Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-6.8299,,
"N,N-dimethyltetradecan-1-amine",A-1199,WZCQRUWWHSTZEM-UHFFFAOYSA-N,CCCCCCCCCCCCCCN(C)C,-3.935692561,,
"propanoic acid, 2-hydroxy-, octyl ester",B-2162,WZDDLAZXUYIVMU-UHFFFAOYSA-N,CCCCCCCCOC(=O)C(C)O,-1.2726,,
coniferin dihydrate,C-2039,WZHHYIOUKQNLQM-UHFFFAOYSA-N,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)\C=C\CO,-1.87,,
leucopterin,B-1001,WZPBZJONDBGPKJ-IUXPMGMMSA-N,NC1=NC(=O)C2=C(N1)NC(=O)C(=O)N2,-5.1655,,
"Dodecan-1-ol, ethoxylated",A-326,WZRZTHMJPHPAMU-UHFFFAOYSA-L,CCCCCCCCCCCCOCCO,-1.459377408,,
2-phenylsulfonylpropanamide,F-645,WZUZDBPJFHQVJC-UHFFFAOYSA-N,CC(C(N)=O)S(=O)(=O)C1=CC=CC=C1,-1.64,,
butocarboxim,B-2789,XAAILNNJDMIMON-UHFFFAOYSA-N,CNC(=O)O\N=C(\C)C(C)SC,-0.7353,,
2-ethoxyethyl 2-methylprop-2-enoate,A-4287,XAEFZNCEHLXOMS-UHFFFAOYSA-M,CCOCCOC(=O)C(C)=C,-0.9674738601,,
"benzene, 1,3-diiodo-",D-1821,XAERLJMOUYEBAB-UHFFFAOYSA-N,Ic1cccc(I)c1,-4.518,,
O~15~-propionylretinoic acid,A-6063,XAFPTAQBZXAXLR-UHFFFAOYSA-N,CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-7.534689739,,
"pyridine, 2-ethyl-6-methyl-",B-1614,XAGFYNSCWICYPA-UHFFFAOYSA-N,CCc1cccc(C)n1,-0.8234,,
"2,2',3,4',5,5'-hexachlorodiphenyl  ether",C-2311,XAIPTRIXGHTTNT-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC(=C(Cl)C=C2Cl)Cl,-8.41,,
p-methylphenoxyacetic acid,B-1561,XAMUDJHXFNRLCY-UHFFFAOYSA-N,Cc1ccc(OCC(O)=O)cc1,-2.1414,,
s-valeroyloxymethyl-6-mercaptopurine;  s-pentanoyloxymethyl-6-mercaptopurine,C-2064,XAOGXQMKWQFZEM-UHFFFAOYSA-N,CCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-3.1,,
"butanoic acid, 1,2-ethanediyl ester",B-491,XAYCNCYFKLSMGR-UHFFFAOYSA-N,CCCC(=O)OCCOC(=O)CCC,-2.6069,,
"2,2',5,6'-PCB",E-1067,XAYYGTJLXVXLMB-UHFFFAOYSA-N,c1c(Cl)ccc(Cl)c1c2c(Cl)cccc2Cl,-6.8,,
cyclododecanol,A-1542,XBBDACCLCFWBSI-UHFFFAOYSA-N,OC1CCCCCCCCCCC1,-3.989117726,,
ammonium carbamate,A-3552,XBBMJUWOCGWHRP-UHFFFAOYSA-N,[NH4+].O.NC([O-])=O,0.7115939977,,
"s6,9-bis(butanoyloxymethyl)-6-mercaptopurine; 9-(butanoyloxymethyl)-6-(butanoyloxymethylthio)purine",C-2298,XBBRGUHRZBZMPP-UHFFFAOYSA-N,CCCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CCC,-3.71,,
Sulfur hexafluoride,A-4999,XBDQKXXYIPTUBI-UHFFFAOYSA-N,F[S](F)(F)(F)(F)F,-3.673154735,,
"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde",A-647,XBDUZBHKKUFFRH-UHFFFAOYSA-N,CC1=C(C=O)C(C)(C)CC=C1,-2.465007757,,
melphalan,C-556,XBDWIJCZQWUMMU-UHFFFAOYSA-N,NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,-3.49,,
Pebulate,H-570,XBDXMDVEZLOGMC-UHFFFAOYSA-N,CCCCN(CC)C(=O)SCCC,-3.41,,
"disodium 3-{[ethyl({4-[(4-{ethyl[(3-sulfonatophenyl)methyl]iminiumyl}cyclohexa-2,5-dien-1-ylidene)(2-sulfonatophenyl)methyl]phenyl})amino]methyl}benzene-1-sulfonate",A-3370,XBFBLYSAWSLPRY-UHFFFAOYSA-N,[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O,-0.1131580367,,
N-naphthalen-2-yl-2-sulfanylacetamide,F-1015,XBGGUPMXALFZOT-UHFFFAOYSA-N,O=C(CS)NC1=CC=C2C=CC=CC2=C1,-3.34,,
"2,4,5-trihydroxy-2-(hydroxymethyl)pentanoic acid",F-1210,XBHBWNFJWIASRO-UHFFFAOYSA-N,O=C(O)C(O)(CO)CC(O)CO,0.61,,
azidamfenicol,B-2411,XBIDLTIKWLPFIC-GPFIVKHLSA-N,OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)c1ccc(cc1)[N+]([O-])=O,-1.1692,,
verapamil,I-93,XBLAEBYYJMOIDO-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,-3.98,,
labetalol,B-2820,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,-3.4482,,
"propanoic acid, 2,2,3,3-tetrafluoro-, sodium sal",B-2621,XBNGYFFABRKICK-UHFFFAOYSA-N,[Na+].[O-]C(=O)C(F)(F)C(F)F,-0.8829,,
methyl 3-[[4-(2-bromo-6-chloro-4-nitrophenyl)diazenylphenyl]-(3-methoxy-3-oxopropyl)amino]propanoate,A-6013,XBOTUWGQYMHUFO-NSCUHMNNSA-N,COC(=O)CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2c(Cl)cc(cc2Br)[N+]([O-])=O,-7.100221625,,
1-cyclohexyl-3-[4-({4-[(cyclohexylcarbamoyl)amino]phenyl}methyl)phenyl]urea,A-2471,XBOWKFFJMDFKOW-UHFFFAOYSA-N,O=C(NC1CCCCC1)Nc2ccc(Cc3ccc(NC(=O)NC4CCCCC4)cc3)cc2,-5.142667396,,
4-(ethyl-methylamino)diazenylbenzoic acid,F-895,XBPKXTOUESGOQS-JVNZOHJBSA-K,CCN(C)N=NC1=CC=C(C(=O)O)C=C1,-0.42,,
"5-isobenzofurancarbonitrile, 1,3-dihydro-3-oxo-",B-3317,XBQBUJRJLAOQHD-UHFFFAOYSA-N,O=C1OCc2ccc(cc12)C#N,-2.7021,,
2-{[4-(oxiran-2-ylmethoxy)butoxy]methyl}oxirane,A-3459,XBSXOHLQFBHTPM-UHFFFAOYSA-N,C(CCOCC1CO1)COCC2CO2,-0.5608137387,,
"1,1-dimethyl-3-oxo-2-benzofuran-5-carbonitrile",F-59,XBTHILIDLBPRPM-UHFFFAOYSA-N,CC1(C)OC(=O)C2=C1C=CC(C#N)=C2,-2.91,,
4-methylpent-3-en-2-one,A-3996,XBUDZAQEMFGLEU-UHFFFAOYSA-N,CC(C)=CC(C)=O,-0.560826234,,
"(n,n-diethyl)carbamoylmethyl  salicylate;  n,n-diethyl-2-(salicyloyloxy)acetamide",C-1269,XBVSGJGMWSKAKL-UHFFFAOYSA-N,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1,-2.56,,
4-ethoxybenzoic acid,A-575,XBYHGNVNQLXAGB-UHFFFAOYSA-N,CCOc1ccc(cc1)C(O)=O,-2.454899746,,
2-methyl-1-phenylpropan-2-yl butanoate,A-148,XCEUBKDKAYYEQR-UHFFFAOYSA-N,CCCC(=O)OC(C)(C)Cc1ccccc1,-4.135942613,,
3-butyryl-5-fluorouracil,C-1814,XCJXQCUJXDUNDN-UHFFFAOYSA-N,CCCC(=O)N1C(=O)NC=C(F)C1=O,-1.28,,
24pyrimidinedione6methyl,B-1399,XCJYREBRNVKWGJ-UHFFFAOYSA-N,CC1=CC(=O)NC(=O)N1,-1.2557,,
8-methyl-2-morpholin-4-yl-7-(pyridin-2-ylmethoxy)chromen-4-one,F-1006,XCKGFJPFEHHHQA-UHFFFAOYSA-N,CC1=C(OCC2=CC=CC=N2)C=CC2=C1OC(N1CCOCC1)=CC2=O,-4.45,,
"glycine, n-[(benzoyloxy)acetyl]-n-methyl-",B-3414,XCKRRIQXHFBKKB-UHFFFAOYSA-N,CN(CC(O)=O)C(=O)COC(=O)c1ccccc1,-2.254,,
Ethyl hexanoate,G-659,XCLIHDJZGPCUBT-UHFFFAOYSA-N,CCCCCC(=O)OCC,-2.35,,
sulfacytine;  1-ethyl-4-sulfapyrimidine-2-one,C-911,XCOMAVCHADVANQ-UHFFFAOYSA-O,CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.23,,
"methyprylon;  3,3-diethyl-5-methyl-2,4-piperidinedione",C-69,XCOSZAUDQCILGD-UHFFFAOYSA-N,CCC1(CC)C(=O)NCC(C)C1=O,-0.38,,
"acetic acid, dibromo-",B-1429,XCPSWBNEOGUWCT-UHFFFAOYSA-N,OC(=O)C(Br)Br,0.9861,,
(3Z)-3-hydroxyimino-2-nitroinden-1-one,F-731,XCRPPAPDRUBKRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)/C(=N/O)/C(C2=O)[N+](=O)[O-],-2.68,,
"4-[(4-ethoxyphenyl)amino]-N,N-dimethyl-3-nitrobenzene-1-sulfonamide",A-5478,XCSGHNKDXGYELG-UHFFFAOYSA-N,CCOc1ccc(Nc2ccc(cc2[N+]([O-])=O)[S](=O)(=O)N(C)C)cc1,-4.261751621,,
sodium 4-[(2-hydroxy-1-naphthyl)diazenyl]-3-methylbenzenesulfonate,A-2977,XCSNRORTQRKCHB-UHFFFAOYSA-N,[Na+].Cc1cc(ccc1N\N=C2\C(=O)C=Cc3ccccc23)[S]([O-])(=O)=O,-0.4366004304,,
indole,C-196,XCTQPMCULSZKLT-UHFFFAOYSA-N,[NH]1C=CC2=C1C=CC=C2,-1.21,,
1H-benzimidazol-2-ol,A-618,XCVNDBIXFPGMIW-UHFFFAOYSA-O,O=C1Nc2ccccc2N1,-2.392751997,,
"galatitol, 2,3:4,5-dianhydro-1,6-dideoxy-",B-2916,XCYJPXQACVEIOS-UHFFFAOYSA-N,CC1OC1C2OC2C,-0.0575,,
picolinic acid,B-424,XDAOZRZWYVKIAK-UHFFFAOYSA-N,OC(=O)c1ccccn1,0.892,,
"quinoline, 2-(nitromethyl)-",B-2121,XDBDRCFCQAKVQM-UHFFFAOYSA-N,[O-][N+](=O)Cc1ccc2ccccc2n1,-2.0545,,
"1-(hydroxymethyl)-5,5-dimethylhydantoin",B-675,XDDAORKBJWWYJS-UHFFFAOYSA-N,CC1(C)N(CO)C(=O)NC1=O,0.8009,,
4-iodoacetanilide,E-677,XDEYTBJLAPSTGO-UHFFFAOYSA-N,O=C(Nc(ccc(c1)I)c1)C,-3.25,,
4-(4-chlorophenoxy)butyric acid;  4-(4-chlorophenoxy)butanoic acid,C-1727,XDFPJEPCZSJPQC-UHFFFAOYSA-N,OC(=O)CCCOC1=CC=C(Cl)C=C1,-3.29,,
4-{1-[4-(cyanooxy)phenyl]ethyl}phenyl cyanate,A-1982,XDJULAUHYAJQBU-UHFFFAOYSA-N,CC(c1ccc(OC#N)cc1)c2ccc(OC#N)cc2,-5.217950889,,
"cyclobutaneacetic acid, 3-acetyl-2,2-dimethyl-",B-968,XDLMVUHYZWKMMD-UHFFFAOYSA-N,CC(=O)C1CC(CC(O)=O)C1(C)C,-0.5752,,
"phosphonic diamide, p-phenyl-",B-2092,XDLPWPNVUPKKSN-UHFFFAOYSA-N,N[P](N)(=O)c1ccccc1,-1.1482,,
"ethane-1,2-diyl bis(3-oxobutanoate)",A-4082,XDNBJTQLKCIJBV-UHFFFAOYSA-N,CC(=O)CC(=O)OCCOC(=O)CC(C)=O,-0.0337559003,,
"2-ethyl-9,10-dihydroanthracene-9,10-dione",A-2169,XDOTVMNBCQVZKG-MKICQXMISA-N,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.984242497,,
"sodium 4-{[4-(diethylamino)phenyl][4-(diethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl}benzene-1,3-disulfonate",A-4066,XDPYXPRALQKAHS-UHFFFAOYSA-N,[Na+].CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.4066892685,,
"calcium diethyl bis[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]phosphonate]",A-4171,XDRMBCMMABGNMM-UHFFFAOYSA-N,[Ca++].CCO[P]([O-])(=O)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C.CCO[P]([O-])(=O)Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,-2.46167357,,
(methoxymethyl)(triphenyl)phosphonium chloride,A-5290,XDWATWCCUTYUDE-UHFFFAOYSA-N,[Cl-].COC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,0.5063442706,,
"N,N-diethyl-4-[(E)-2-phenyldiazen-1-yl]aniline",A-2167,XDXCFDPDYZSCAG-AFHMRPNKSA-N,CCN(CC)c1ccc(cc1)N=Nc2ccccc2,-5.982115268,,
3-(phenoxycarboxymethyl)-5-fluorouracil; 3-(phenoxycarbonyloxymethyl)-5-fluorouracil,C-1380,XEBWQGVWTUSTLN-UHFFFAOYSA-M,FC1=CNC(=O)N(COC(=O)OC2=CC=CC=C2)C1=O,-2.45,,
tert-butyl methacrylate,A-4802,XECLXJZDYKMJFL-UHFFFAOYSA-N,CC(=C)C(=O)OC(C)(C)C,-2.486375508,,
Coumaphos,G-525,XEEYBQQBJWHFJM-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382,,
n-methylmorpholine,B-567,XEFMFJLRXHQLEM-UHFFFAOYSA-N,CN1CCOCC1,0.995,,
7-pentanoyltheophylline,C-2160,XEFYPTRGVWLMHB-UHFFFAOYSA-N,CCCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.12,,
2-octanol,B-3804,XEGGRYVFLWGFHI-UHFFFAOYSA-N,CCCCCCC(C)O,-2.0655,,
prop-2-en-1-yl heptanoate,A-4980,XEJGJTYRUWUFFD-FNORWQNLSA-N,CCCCCCC(=O)OCC=C,-3.597623767,,
3-(2-oxo-4-propylpyridin-1-yl)propanoic acid,F-801,XEKUXTMJEFPWCG-UHFFFAOYSA-N,CCCC1=CC(=O)N(CCC(=O)O)C=C1,-2.11,,
1-benzylpiperidin-4-one,A-4260,XEMRAKSQROQPBR-UHFFFAOYSA-N,O=C1CCN(CC1)Cc2ccccc2,-1.016982858,,
"l-tyrosine, n-acetyl-, ethyl ester",B-1524,XEOXEBNPBKUGJH-UHFFFAOYSA-N,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O,-1.8586,,
"disodium 4-[(E)-2-{2,4-dihydroxy-5-[(E)-2-(2-hydroxy-3,5-dinitrophenyl)diazen-1-yl]-3-[(E)-2-(4-nitrophenyl)diazen-1-yl]phenyl}diazen-1-yl]-5-hydroxynaphthalene-2,7-disulfonate",A-2809,XERJKGMBORTKEO-VZUCSPMQSA-N,[Na+].[Na+].Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9675670249,,
"1,2-dichloro-1,1-difluoroethane",B-1695,XEROSHXMTSNDBW-UHFFFAOYSA-N,FC(F)(Cl)CCl,-2.2007,,
"2,3-dichloronaphthalene",C-468,XESZUVZBAMCAEJ-UHFFFAOYSA-N,ClC1=CC2=C(C=CC=C2)C=C1Cl,-5.36,,
"1,2,3,7-tetrachlorodibenzodioxin",B-4432,XEVRDFDBXJMZFG-UHFFFAOYSA-N,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)cc3Oc2c1,-8.8744,,
"1-butene, 4-isothiocyanato-",B-1993,XEXFVLNTPDXOJB-UHFFFAOYSA-N,C=CCCN=C=S,-2.391,,
sulfacetamide;  n1-(acetyl)sulfanilamide,C-523,XEXHCQJRVMVJMY-UHFFFAOYSA-N,CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,-1.41,,
o-butyl carbamate,B-4211,XEYBRNLFEZDVAW-RTYMFESYSA-N,CCCCOC(N)=O,-0.6571,,
"1-chloro-2,4-dinitronaphthalene",C-2167,XEYBRNLFEZDVAW-UHFFFAOYSA-N,[O-][N+](=O)C1=C(Cl)C2=C(C=CC=C2)C(=C1)[N+]([O-])=O,-5.4,,
4-acetamidobenzaldehyde; 4-acetylaminobenzaldehyde,C-256,XFAOZKNGVLIXLC-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=O)C=C1,-1.63,,
dicopper(2+) ion chloride trihydroxide,A-5079,XFBOJHLYDJZYSP-UHFFFAOYSA-N,[OH-].[OH-].[OH-].[Cl-].[Cu++].[Cu++],-5.253985152,,
methoxycyclopentane,A-4439,XFDJMIHUAHSGKG-UHFFFAOYSA-N,COC1CCCC1,-0.9037886388,,
1-(2-methoxyphenyl)-N-[1-(2-methoxyphenyl)propan-2-yl]propan-2-amine,F-960,XFDQLDNQZFOAFK-UHFFFAOYSA-N,COC1=C(CC(C)NC(C)CC2=C(OC)C=CC=C2)C=CC=C1,-2,,
Salicylamide,E-793,XFDUHJPVQKIXHO-UHFFFAOYSA-N,O=C(N)c(c(O)ccc1)c1,-1.76,,
ethyltriphenylphosphanium iodide,A-3274,XFFZLECPCHQJIR-GFEQUFNTSA-N,[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-1.727128194,,
2-nitrobenzoic acid,C-319,XFKBBSZEQRFVSL-UHFFFAOYSA-N,OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,-1.35,,
benzoylprop ethyl,B-2613,XFMJUIKWKVJNDY-UHFFFAOYSA-N,CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2,-4.2627,,
"2,2-dimethylpropane-1,3-diol",A-3162,XFNJYAKDBJUJAJ-UHFFFAOYSA-N,CC(C)(CO)CO,0.901422988,,
triphenylene,B-3581,XFOHWECQTFIEIX-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3c4ccccc24,-6.7447,,
"1,1,1,2-tetrachloro-2,2-difluoroethane",B-201,XFRVVPUIAFSTFO-UHFFFAOYSA-N,FC(F)(Cl)C(Cl)(Cl)Cl,-3.3093,,
1-[bis(2-hydroxypropyl)amino]propan-2-ol,A-5230,XFSAZBKSWGOXRH-UHFFFAOYSA-N,CC(O)CN(CC(C)O)CC(C)O,0.4173208759,,
thebainone,C-2087,XFSBVAOIAHNAPC-XTHSEXKGSA-N,COC1=C(O)C2=C(CC3C4C=CC(=O)CC24CCN3C)C=C1,-1.87,,
Sparteine,E-961,XFTALRAZSCGSKN-UHFFFAOYSA-M,C1CCN2CC(C3)C4CCCCN4CC3C2C1,-1.89,,
l-sparteine,B-344,XFYQEBBUVNLYBR-UHFFFAOYSA-N,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-1.8871,,
"3-pentanol, 3-methyl-, carbamate",B-229,XFZRQAZGUOTJCS-UHFFFAOYSA-N,CCC(C)(CC)OC(N)=O,-1.5599,,
6-aminohexanoic acid,B-95,XGCDNGBJXXBQKT-UHFFFAOYSA-N,NCCCCCC(O)=O,0.5854,,
"3,5-bis(tert-butyl)phenol methylcarbamate",B-1923,XGDAODQNSVFBGM-UHFFFAOYSA-N,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,-4.2445,,
etacelasil,B-2833,XGIRBWKKCPENLG-UHFFFAOYSA-N,COCCO[Si](CCCl)(OCCOC)OCCOC,-1.1029,,
